from n,tag,c/e,content,,,,,,,,,,,
252,使得,cause,价格的提升,5,1,5,,,,,,,,
252,使得,effect,艺术品的审美属性弱化,10,1,10,,,,,,,,
252,带来,cause,可以避免特征价格法中控制艺术品特征所,18,11,17,,,,,,,,
252,带来,effect,的主观性问题,6,0,0,,,,,,,,
252,带来,cause,投资艺术品目的在于观赏中所,13,1,11,,,,,,,,
252,带来,effect,的精神回报,5,2,5,,,,,,,,
253,使得,cause,同时上游面板产业由价格垄断向自由竞争阶段转变也,23,3,22,,,,,,,,
253,使得,effect,国内彩电企业成本压力有所缓解,14,1,14,,,,,,,,
255,带来,cause,同样能够,4,0,0,,,,,,,,
255,带来,effect,持续的稳定的回报,8,1,8,,,,,,,,
256,使得,cause,美国经济回暖以及美联储缩减国债购买规模预期也会,23,1,6,9,21,,,,,,
256,使得,effect,资金回流美国,6,1,6,,,,,,,,
256,带来,cause,这给债券基金的投资,9,3,9,,,,,,,,
256,带来,effect,实质性的影响,6,0,0,,,,,,,,
257,使得,cause,领涨性板块效应的相对缺失将,13,1,12,,,,,,,,
257,使得,effect,股指调整整固的周期进一步延长,14,1,14,,,,,,,,
258,使得,cause,较为明显的估值优势加上政策的支持,16,6,9,12,16,,,,,,
258,使得,effect,其在未来仍会持续得到主流资金的青睐,17,9,17,,,,,,,,
259,使得,cause,外需的减弱,5,1,5,,,,,,,,
259,使得,effect,经济增长放缓的预期日趋强烈,13,1,13,,,,,,,,
259,导致,cause,加之产业链上游企业的挤压、原材料和人工成本的上升、通胀预期,29,3,12,14,24,26,29,,,,
259,导致,effect,存货增长较快、资金价格上扬等诸多原因,18,1,6,8,13,,,,,,
259,推动,cause,是一项以政府,6,0,0,,,,,,,,
259,推动,effect,、市场运作为基础的地方性创新型保险产品,19,2,19,,,,,,,,
260,带来,cause,这些行业的改革,7,6,7,,,,,,,,
260,带来,effect,的机会才是最具有吸引力的”,13,2,12,,,,,,,,
261,使得,cause,“新技术的运用,7,2,7,,,,,,,,
261,使得,effect,车险查勘理赔服务实现了质的飞跃”,16,1,15,,,,,,,,
265,使得,cause,但年初配置需求的集中出现也,13,4,12,,,,,,,,
265,使得,effect,供求存在一定的失衡,9,1,9,,,,,,,,
265,使得,cause,节后现金回流,6,1,6,,,,,,,,
265,使得,effect,资金面回归宽松比较明确,11,1,7,,,,,,,,
266,带来,cause,对于金融机构的监管也,10,3,9,,,,,,,,
266,带来,effect,了新的挑战,5,0,0,,,,,,,,
266,使得,cause,金融创新的一些技术,9,1,4,,,,,,,,
266,使得,effect,成本降低,4,1,4,,,,,,,,
266,使得,cause,金融创新,4,1,4,,,,,,,,
266,使得,effect,各国监管当局的协调非常重要,13,1,13,,,,,,,,
267,引发,cause,但尚未解决,5,0,0,,,,,,,,
267,引发,effect,危机、危机深化和蔓延的根本问题,15,1,10,,,,,,,,
268,导致,cause,这一问题也常常会,8,0,0,,,,,,,,
268,导致,effect,多部门数据信息资源交换时,12,1,11,,,,,,,,
269,使得,cause,这一发行制度,6,3,6,,,,,,,,
269,使得,effect,监管机构相当于为国内企业债券附加了自身的信用”,23,1,22,,,,,,,,
270,使得,cause,认为底部徘徊将是大概率事件的根本逻辑在于实体经济低迷将,27,21,26,,,,,,,,
270,使得,effect,货币流通速度趋缓,8,1,8,,,,,,,,
270,使得,cause,但环比增速亦下行的趋势,11,2,11,,,,,,,,
270,使得,effect,越来越多的人开始关注通缩的风险,15,1,15,,,,,,,,
270,使得,cause,农业补贴加大、农业加杠杆、规模化经营效率三大因素,24,1,6,8,12,14,20,,,,
270,使得,effect,种植业盈利水平呈现趋势性反转,14,1,14,,,,,,,,
270,带来,cause,规模化以及依附于规模化的农资一体化、农业信息化将,24,1,3,6,17,19,23,,,,
270,带来,effect,种植业经营效率的提升,10,1,10,,,,,,,,
271,带来,cause,为保险产品和服务创新,10,2,10,,,,,,,,
271,带来,effect,了全新的机会与广阔的空间,12,2,12,,,,,,,,
271,带来,cause,这无疑在一定程度上为保险公司,14,0,0,,,,,,,,
271,带来,effect,了承保风险,5,2,5,,,,,,,,
272,使得,cause,对于资本汇入的时间限制,11,1,11,,,,,,,,
272,使得,effect,基金经理无法依据市场环境根据自己的意愿进行建仓,23,1,23,,,,,,,,
273,使得,cause,对于资本汇入的时间限制,11,1,11,,,,,,,,
273,使得,effect,基金经理无法依据市场环境根据自己的意愿进行建仓,23,1,23,,,,,,,,
275,使得,cause,另一方面若货币超发又,10,6,9,,,,,,,,
275,使得,effect,通胀隐患积聚,6,1,6,,,,,,,,
275,带来,cause,在一定程度上减缓了银行在资本市场再融资补充资本金,24,8,24,,,,,,,,
275,带来,effect,的扩容压力,5,2,5,,,,,,,,
276,使得,cause,中金的加入将,6,1,5,,,,,,,,
276,使得,effect,业内竞争进一步加剧,9,1,9,,,,,,,,
278,使,cause,倒挂的收益率曲线,8,1,8,,,,,,,,
278,使,effect,保险公司难以通过久期利差获利,14,1,14,,,,,,,,
278,使,cause,人口红利的逐渐消失会,10,1,9,,,,,,,,
278,使,effect,劳动力成本急剧上升,9,1,9,,,,,,,,
278,造成,cause,将会被人口老龄化放大而最终给公共财政和社会,21,4,10,,,,,,,,
278,造成,effect,巨大负担”,5,1,4,,,,,,,,
279,使得,cause,尤其是长期浮动利率债券的推出,14,4,14,,,,,,,,
279,使得,effect,国开行资金来源的期限结构优化,14,1,14,,,,,,,,
280,使,cause,持续的新股发行,7,4,7,,,,,,,,
280,使,effect,壳资源逐渐丧失其稀缺性,11,1,11,,,,,,,,
280,带来,cause,减持行为将会,6,1,4,,,,,,,,
280,带来,effect,数千万元的资金流出股市,11,1,11,,,,,,,,
281,造成,cause,大额存单推出会,7,1,6,,,,,,,,
281,造成,effect,金融机构负债结构发生极大变化,14,1,14,,,,,,,,
281,推动,cause,余额宝等货币市场基金的发行,13,1,13,,,,,,,,
281,推动,effect,银行活期存款成本提高,10,1,10,,,,,,,,
282,促进,cause,倡导行业自律、构建行业标准、,14,1,6,8,13,,,,,,
282,促进,effect,行业交流、搭建规范、公开的信息传递平台,19,1,4,6,19,,,,,,
283,引发,cause,但尚未解决,5,0,0,,,,,,,,
283,引发,effect,危机、危机深化和蔓延的根本问题,15,1,10,,,,,,,,
284,促进,cause,公共信息和信用平台逐步建立起来有效地,18,1,15,,,,,,,,
284,促进,effect,了社会征信体系的完善,10,2,10,,,,,,,,
284,使得,cause,农业的弱质性,6,1,6,,,,,,,,
284,使得,effect,农村经济具有较高的自然风险和市场风险,18,1,18,,,,,,,,
286,引起,cause,该类产品盈利能力的持续性也应,14,3,12,,,,,,,,
286,引起,effect,投资者警惕,5,1,5,,,,,,,,
286,使得,cause,是资金面的收紧,7,2,7,,,,,,,,
286,使得,effect,部分城商行、农商行的股东面临较大的资金压力,21,3,21,,,,,,,,
286,导致,cause,这将会直接,5,0,0,,,,,,,,
286,导致,effect,这些银行的股权估值下降”,12,3,11,,,,,,,,
288,使得,cause,有限的资本和规模的驱动会,12,1,11,,,,,,,,
288,使得,effect,车险成为其主要的业务发展方向,14,1,14,,,,,,,,
289,由于,cause,宏观经济原因香港股市出现了两次年度下跌,19,7,19,,,,,,,,
289,由于,effect,仅有1987年由于“黑色星期五”事件以及1994年,25,10,18,,,,,,,,
289,使,cause,1997年亚洲金融危机的爆发以及后来的百富勤事件等,25,6,14,20,24,,,,,,
289,使,effect,香港市场受到较大的冲击,11,1,11,,,,,,,,
289,使得,cause,这次改变也,5,0,0,,,,,,,,
289,使得,effect,香港证券市场进入到了成熟阶段,14,1,14,,,,,,,,
289,使得,cause,CEPA的签订,7,1,7,,,,,,,,
289,使得,effect,香港证券市场成为海外投资者分享中国经济高速成长的重要窗口,28,1,28,,,,,,,,
290,使得,cause,信用风险的叠加上移,9,1,9,,,,,,,,
290,使得,effect,系统性风险承压,7,1,7,,,,,,,,
290,使得,cause,年初以来相继爆出的信用违约案件,15,10,15,,,,,,,,
290,使得,effect,具有政府隐性担保的城投债更加受投资者的偏爱,21,1,21,,,,,,,,
290,引发,cause,正是基于缺乏成本约束,10,5,10,,,,,,,,
290,引发,effect,的偏高的融资成本以及快速扩张的规模,17,2,8,11,17,,,,,,
291,导致,cause,车险费率市场化改革在重新引入价格竞争机制的同时或将,25,1,20,,,,,,,,
291,导致,effect,产险业利润率大幅下降,10,1,10,,,,,,,,
291,带来,cause,无限期待随之而来的2013年能,15,0,0,,,,,,,,
291,带来,effect,些许春天的暖意,7,3,7,,,,,,,,
291,带来,cause,而且薄利多销的模式很大概率上能够,16,3,9,,,,,,,,
291,带来,effect,纯保障型保险产品总体保费的提升”,16,1,15,,,,,,,,
293,导致,cause,供给侧改革下的去产能,10,1,5,8,10,,,,,,
293,导致,effect,连续数年的工业企业去库存突变为回补库存,19,6,19,,,,,,,,
293,导致,cause,但金融市场的本体缺陷,10,2,10,,,,,,,,
293,导致,effect,利率的超调,5,1,5,,,,,,,,
293,使得,cause,银行准入门槛的放开及利率市场化,15,1,9,11,15,,,,,,
293,使得,effect,银行负债的争夺更为激烈,11,1,11,,,,,,,,
293,带来,cause,商业银行应积极适应金融深化,13,1,13,,,,,,,,
293,带来,effect,的更高能力要求,7,2,7,,,,,,,,
294,使得,cause,金融领域的自由化,8,1,8,,,,,,,,
294,使得,effect,金融发展速度远远超出了实体经济基本面,18,1,18,,,,,,,,
294,使得,cause,金融的过度发展,7,1,7,,,,,,,,
294,使得,effect,风险持续积累,6,1,6,,,,,,,,
294,导致,cause,资源配置效率的下降也会,11,1,9,,,,,,,,
294,导致,effect,社会财富及居民整体福利的下降,14,1,14,,,,,,,,
294,带来,cause,一个是资本大幅外流通过外汇占款制度引发基础货币的大幅收缩,28,4,9,12,17,20,28,,,,
294,带来,effect,的流动性危机,6,2,6,,,,,,,,
294,导致,cause,持有成本的上行将,8,1,7,,,,,,,,
294,导致,effect,近几年在相对高位入场的投资性购房者的持有成本持续上升,26,5,26,,,,,,,,
294,导致,cause,外汇占款制度下基础货币的收缩将,15,1,14,,,,,,,,
294,导致,effect,利率的进一步上行,8,1,8,,,,,,,,
295,由于,cause,整个金融体系的公司治理是最为重要的,17,1,11,,,,,,,,
295,由于,effect,但是主要是,5,0,0,,,,,,,,
295,导致,cause,很多西方公司的高管、董事他们认为就是由于短期的市场预期,27,21,27,,,,,,,,
295,导致,effect,给这些高管很大的压力,10,1,10,,,,,,,,
296,使得,cause,“城投企业涌入将,8,2,7,,,,,,,,
296,使得,effect,一些真正亟需融资的中小企业在这个市场中逐步边缘化,24,3,24,,,,,,,,
297,使,cause,万科A的开板必将会,9,1,6,,,,,,,,
297,使,effect,房地产板块的关注度提升”,12,1,11,,,,,,,,
297,带来,cause,长达一年的股权之争势必会给万科,15,1,9,,,,,,,,
297,带来,effect,一定的冲击,5,0,0,,,,,,,,
299,由于,cause,受老农保制度的影响,9,2,9,,,,,,,,
299,由于,effect,一是农民,4,0,0,,,,,,,,
300,造成,cause,是什么原因,5,0,0,,,,,,,,
300,造成,effect,了债券违约,5,2,5,,,,,,,,
300,致使,cause,企业高层为争夺控制权,10,1,10,,,,,,,,
300,致使,effect,企业的内部治理发生混乱,11,1,11,,,,,,,,
300,导致,cause,信用风险上升,6,1,6,,,,,,,,
300,导致,effect,收益率水平上升,7,1,7,,,,,,,,
300,导致,cause,流动性下降会反过来,9,1,5,,,,,,,,
300,导致,effect,流动性溢价上升和债券价格下跌,14,1,7,9,14,,,,,,
300,导致,cause,债券市场的动荡,7,1,7,,,,,,,,
300,导致,effect,社会对信用的定价出现混乱,12,1,12,,,,,,,,
301,引起,cause,并划转部分股权的行为本就足以,14,1,7,,,,,,,,
301,引起,effect,市场注意,4,0,0,,,,,,,,
301,触发,cause,15世宝01因股价低迷而,12,8,11,,,,,,,,
301,触发,effect,下修条款,4,1,4,,,,,,,,
302,推动,cause,商业领域、商业领袖以及商业力量也是,17,1,15,,,,,,,,
302,推动,effect,社会前进的非常重要的一股力量,14,1,4,,,,,,,,
302,推动,cause,这就是科技的变化,8,4,8,,,,,,,,
302,推动,effect,了社会的变化,6,2,6,,,,,,,,
302,因为,cause,所谓‘挫折’放弃我热爱的事业”,15,7,15,,,,,,,,
302,因为,effect,“从未想过什么时候会,10,0,0,,,,,,,,
303,使得,cause,优秀的单项表现,7,1,7,,,,,,,,
303,使得,effect,该行理财能力综合排名位居榜首,14,1,14,,,,,,,,
304,使得,cause,国债期货的推出,7,1,7,,,,,,,,
304,使得,effect,CTD券（最便宜可交割券）在现券市场的价格出现异常,25,1,25,,,,,,,,
304,带来,cause,扣除国债利息免征企业所得税,13,1,13,,,,,,,,
304,带来,effect,的税收效应影响外,8,2,7,,,,,,,,
305,使得,cause,其发展阶段的领先和国情的相似,14,2,14,,,,,,,,
305,使得,effect,俄罗斯经验对中国有很好的借鉴意义,16,1,16,,,,,,,,
306,带来,cause,新兴经济体对全球治理改革,12,7,12,,,,,,,,
306,带来,effect,何种影响也成为各界关注的焦点,14,0,0,,,,,,,,
306,导致,cause,各国经济的高速增长也,10,1,9,,,,,,,,
306,导致,effect,国内利益格局的迅速分化组合,13,1,13,,,,,,,,
307,导致,cause,资产和负债端利率分化,10,1,10,,,,,,,,
307,导致,effect,市场利差迅速收窄,8,1,8,,,,,,,,
307,导致,cause,利差收窄,4,1,4,,,,,,,,
307,导致,effect,金融机构盈利增长显著放缓,12,1,12,,,,,,,,
307,导致,cause,部分金融机构采取扩大资产基数的方式来弥补利差收窄,24,1,24,,,,,,,,
307,导致,effect,的收益下降,5,2,5,,,,,,,,
307,使,cause,同业存单较高的流动性和信用背书特征,17,1,17,,,,,,,,
307,使,effect,之成为同业市场中理想的投资标的和融通工具,20,4,20,,,,,,,,
307,造成,cause,之所以能够,5,0,0,,,,,,,,
307,造成,effect,惊人的破坏力,6,1,6,,,,,,,,
307,导致,cause,大规模的期限错配必然,10,1,8,,,,,,,,
307,导致,effect,金融体系流动性风险提升,11,1,11,,,,,,,,
307,导致,cause,金融加杠杆,5,1,5,,,,,,,,
307,导致,effect,债券投资风险上升,8,1,8,,,,,,,,
308,使得,cause,金融科技的发展可以,9,1,7,,,,,,,,
308,使得,effect,金融机构从普惠群体找到合理的盈利模式,18,1,18,,,,,,,,
309,造成,cause,二是金融科技存在,8,3,8,,,,,,,,
309,造成,effect,金融体系金融风险加大的因素,13,1,10,,,,,,,,
310,使得,cause,而长三角全国互联网金融中心的形成,16,2,16,,,,,,,,
310,使得,effect,长三角地区成为全国互联网金融的枢纽,17,1,17,,,,,,,,
310,推动,cause,其次是为了,5,0,0,,,,,,,,
310,推动,effect,上海成为全球金融中心,10,1,10,,,,,,,,
310,推动,cause,最后也是为了,6,0,0,,,,,,,,
310,推动,effect,供给侧改革,5,1,5,,,,,,,,
310,推动,cause,因此长三角全国互联网金融中心的成立对于,19,3,17,,,,,,,,
310,推动,effect,我国供给侧改革的意义影响深远,14,3,14,,,,,,,,
310,促使,cause,这样才能,4,0,0,,,,,,,,
310,促使,effect,科技创新转化成为成果,10,1,10,,,,,,,,
310,推动,cause,中心的构建是通过政府,10,0,0,,,,,,,,
310,推动,effect,结合市场导向的方式进行打造的,14,0,0,,,,,,,,
311,引发,cause,导致指数失真而,7,3,6,,,,,,,,
311,引发,effect,大量个股疯狂抛售,8,1,8,,,,,,,,
311,导致,cause,对配置市值的需求,8,1,8,,,,,,,,
311,导致,effect,大多数投资者保持较高仓位,12,4,12,,,,,,,,
311,引起,cause,奈何未能,4,0,0,,,,,,,,
311,引起,effect,市场共鸣,4,1,4,,,,,,,,
311,导致,cause,结合市场当中小盘股回调的状况来看应当是资金的转移,24,6,11,20,24,,,,,,
311,导致,effect,市场产生比较大的波动,10,1,10,,,,,,,,
311,带来,cause,若外部资金能够,7,0,0,,,,,,,,
311,带来,effect,比较好的增量效应,8,5,8,,,,,,,,
311,带来,cause,大幅度的资金进驻会,9,1,8,,,,,,,,
311,带来,effect,比较好的行情,6,0,0,,,,,,,,
311,推动,cause,也能够有力的,6,0,0,,,,,,,,
311,推动,effect,指数上涨,4,1,4,,,,,,,,
312,推动,cause,要在预防金融过度虚拟化的同时积极,16,5,11,,,,,,,,
312,推动,effect,金融创新,4,1,4,,,,,,,,
312,促进,cause,银行要处理好,6,0,0,,,,,,,,
312,促进,effect,实体经济发展与加强自身风险防范的关系,18,1,15,,,,,,,,
313,归于,cause,若把债券大幅下跌的原因全部,13,3,8,,,,,,,,
313,归于,effect,商业银行债券配置减少比较牵强,14,1,10,,,,,,,,
313,推动,cause,成本的上升反过来又,9,1,5,,,,,,,,
313,推动,effect,资产收益率的上行,8,1,8,,,,,,,,
315,造成,cause,很多投资者也担心转融券业务试点登场后将会对A股,23,9,17,,,,,,,,
315,造成,effect,较大的冲击,5,0,0,,,,,,,,
315,造成,cause,虽然早盘转融券试点启动的消息,14,5,14,,,,,,,,
315,造成,effect,大盘短暂回落,6,1,6,,,,,,,,
315,使得,cause,但能在心理上,6,0,0,,,,,,,,
315,使得,effect,利空提前释放,6,1,6,,,,,,,,
315,导致,cause,虽然转融券试点将,8,3,7,,,,,,,,
315,导致,effect,股票供给量增加,7,1,7,,,,,,,,
316,带来,cause,关键仍看其能否为投资者,11,0,0,,,,,,,,
316,带来,effect,持续、稳定的投资收益,10,1,10,,,,,,,,
317,使,cause,其使用的底层技术,8,5,8,,,,,,,,
317,使,effect,其具备一定的可追溯性,10,4,10,,,,,,,,
317,促使,cause,公众对隐私及匿名性的诉求,12,1,12,,,,,,,,
317,促使,effect,其需要在一定程度上确保公民的隐私权,17,2,17,,,,,,,,
317,带来,cause,对产品提供型金融机构则,11,2,10,,,,,,,,
317,带来,effect,链式和点状的优化,8,1,8,,,,,,,,
317,使得,cause,低效率、操作风险并存的痛点,13,1,13,,,,,,,,
317,使得,effect,区块链技术应用更加顺利”,12,1,11,,,,,,,,
317,导致,cause,规模过大也会,6,1,4,,,,,,,,
317,导致,effect,计算能力变弱,6,1,6,,,,,,,,
317,带来,cause,而风险主要在于智能合约安全性以及私钥丢失,20,8,14,17,20,,,,,,
317,带来,effect,的风险等”,5,0,0,,,,,,,,
318,带来,cause,对独特观影体验的强烈追求,12,1,12,,,,,,,,
318,带来,effect,的是与观众“战争大片”的预期相差甚远,18,3,18,,,,,,,,
318,触发,cause,我们对年轻生命的珍惜足以,12,3,10,,,,,,,,
318,触发,effect,全片悬念的开关,7,1,7,,,,,,,,
319,因为,cause,公司治理方面存在的问题,11,1,11,,,,,,,,
319,因为,effect,也就是说当他发现一个公司的业绩,15,0,0,,,,,,,,
319,带来,cause,因为机构投资者参与单一的机构投资者积极参与公司治理所,26,3,25,,,,,,,,
319,带来,effect,的业绩改善,5,2,5,,,,,,,,
319,推动,cause,如何来解决,5,0,0,,,,,,,,
319,推动,effect,机构投资者参与公司治理的机制问题,16,1,16,,,,,,,,
322,促进,cause,本期特别约请专家一方面探讨如何发挥出金融科技在,23,19,22,,,,,,,,
322,促进,effect,金融服务实体经济发展中的重要作用,16,1,16,,,,,,,,
322,导致,cause,信息缺乏集中处理,8,1,8,,,,,,,,
322,导致,effect,的金融服务效率低下,9,2,9,,,,,,,,
322,导致,cause,金融产品与市场需求脱节以及缺乏创新而,18,1,11,14,17,,,,,,
322,导致,effect,的产品同质化问题等,9,2,8,,,,,,,,
322,推动,cause,都是阻碍金融,6,0,0,,,,,,,,
322,推动,effect,实体经济发展、回归服务实体经济本源的重要障碍,22,1,22,,,,,,,,
322,推动,cause,使得金融能更好地发挥出,11,0,0,,,,,,,,
322,推动,effect,实体经济发展的“引擎”作用,13,1,13,,,,,,,,
322,推动,cause,监管既可以是,6,1,2,,,,,,,,
322,推动,effect,金融服务实体经济的催化剂,12,1,12,,,,,,,,
322,推动,cause,是金融科技,5,2,5,,,,,,,,
322,推动,effect,金融服务实体经济发展中亟须解决的重要问题,20,1,20,,,,,,,,
322,使,cause,合理的监管体系能,8,1,7,,,,,,,,
322,使,effect,技术创新和金融风险保持在一个相对平衡状态,20,1,20,,,,,,,,
322,使,cause,但是金融科技所形成的庞大数据网络,16,3,16,,,,,,,,
322,使,effect,信息安全风险和网络安全风险等进一步积累,19,1,19,,,,,,,,
323,使得,cause,这样的征信系统,7,4,7,,,,,,,,
323,使得,effect,互联网企业比银行更加了解企业的信用与风险,20,1,20,,,,,,,,
323,使,cause,中国因为垄断,6,5,6,,,,,,,,
323,使,effect,绝大多数老百姓很少享受这种福利,15,5,15,,,,,,,,
323,推动,cause,现在是要,4,0,0,,,,,,,,
323,推动,effect,、鼓励他们创新,7,6,7,,,,,,,,
323,使,cause,互联网金融创新,7,1,7,,,,,,,,
323,使,effect,小微现在成为持续经营的业务,13,1,13,,,,,,,,
323,使,cause,各种各样的缴费,7,6,7,,,,,,,,
323,使,effect,大家拥有很多卡,7,1,7,,,,,,,,
324,促进,cause,必须以改善需求结构、优化产业结构、,17,4,9,11,16,,,,,,
324,促进,effect,区域协调、推进城镇化为重点,13,1,4,6,10,,,,,,
324,使得,cause,美国次贷危机引发的2008年全球金融危机,20,1,6,15,20,,,,,,
324,使得,effect,全球经济增速放缓,8,1,8,,,,,,,,
324,推动,cause,发展绩效评价是对于整个产业金融工程,17,1,6,,,,,,,,
324,推动,effect,下的产业发展实际效果进行评价和考核,17,3,17,,,,,,,,
324,促进,cause,三是提供,4,0,0,,,,,,,,
324,促进,effect,产业战略目标实现的一整套思路,14,1,8,,,,,,,,
324,促进,cause,并要求在,4,0,0,,,,,,,,
324,促进,effect,经济发展的同时控制和管理风险,14,1,14,,,,,,,,
324,引发,cause,面对由草原退化,7,4,7,,,,,,,,
324,引发,effect,的生态环境恶化、牧区经济增长受阻等一系列亟待解决的问题,27,2,7,9,16,,,,,,
326,推动,cause,从风险溢价较高入手,9,1,9,,,,,,,,
326,推动,effect,实际利率下降政府工作报告明确提出要降低实际利率,23,1,6,,,,,,,,
328,因为,cause,银行信贷政策收紧,8,1,8,,,,,,,,
328,因为,effect,从事制造业的中小企业,10,0,0,,,,,,,,
329,使得,cause,证券投资基金托管资格门槛的降低,15,1,15,,,,,,,,
329,使得,effect,更多的非银行金融机构能够开展基金托管业务,20,4,20,,,,,,,,
330,推动,cause,随后市场的反弹是经过了连续的四周以上的,19,3,7,,,,,,,,
330,推动,effect,才决定了的那一轮反弹能够行进到沪指的2400点,23,6,23,,,,,,,2400,9
330,推动,cause,此外市场必须有热点来,10,3,10,,,,,,,,
330,推动,effect,或者说才能触及到一些场外的短线资金做一个进场的运作,25,11,25,,,,,,,,
330,导致,cause,改革低于预期,6,1,6,,,,,,,,
330,导致,effect,投资者信心受挫,7,1,7,,,,,,,,
330,使得,cause,但银行板块的下挫又,9,2,8,,,,,,,,
330,使得,effect,股指转而下行,6,1,6,,,,,,,,
331,由于,cause,与现券交易相比存在诸多优势,13,1,13,,,,,,,,
331,由于,effect,以债券为抵押品的债券回购交易,14,1,14,,,,,,,,
331,推动,cause,同时也是中国评级行业参与,12,0,0,,,,,,,,
331,推动,effect,改革国际信用评级体系的重要实践成果,17,1,17,,,,,,,,
331,推动,cause,人民银行开始,6,0,0,,,,,,,,
331,推动,effect,政策性金融债的市场化发行工作,14,1,14,,,,,,,,
332,使得,cause,市场的深化和金融的创新,11,1,5,7,11,,,,,,
332,使得,effect,M2这样的指标跟经济的走势相关性变得比较模糊,22,1,22,,,,,,,,
333,造成,cause,特别是对那些给市场带来恶劣影响并给投资者,20,0,0,,,,,,,,
333,造成,effect,伤害的内幕交易、操纵市场、信息欺诈等行为,20,4,20,,,,,,,,
333,带来,cause,因市场失范行为所,8,2,7,,,,,,,,
333,带来,effect,的股票价格过度波动得以减少,13,2,13,,,,,,,,
334,使,cause,在这一形势下要,7,0,0,,,,,,,,
334,使,effect,中国出口产品在国际市场的竞争力进一步提升,20,1,20,,,,,,,,
334,导致,cause,而比较集中、失败率比较高的、由于失败,18,0,0,,,,,,,,
334,导致,effect,跑路的主要是P2P网贷这个环节,15,1,15,,,,,,,,
334,促进,cause,国务院出台的《关于,9,0,0,,,,,,,,
334,促进,effect,互联网金融健康发展的指导意见》同时也提到了监管,23,1,9,,,,,,,,
334,使,cause,“要把劲使在应该,8,0,0,,,,,,,,
334,使,effect,的方向上,4,0,0,,,,,,,,
334,推动,cause,总体原则是进一步,8,0,0,,,,,,,,
334,推动,effect,支付体系更加便捷安全发展,12,1,12,,,,,,,,
336,促成,cause,在帮助买卖双方建立互信、,12,2,11,,,,,,,,
336,促成,effect,交易方面作用明显,8,1,8,,,,,,,,
336,带来,cause,人民币的跨境使用对商业银行贸易金融产品创新会,22,1,8,,,,,,,,
336,带来,effect,怎样的机遇,5,0,0,,,,,,,,
336,推动,cause,贸易金融的发展将,8,1,7,,,,,,,,
336,推动,effect,我国商业银行国际化战略的实现,14,1,14,,,,,,,,
337,促进,cause,出台了一系列,6,0,0,,,,,,,,
337,促进,effect,大数据产业发展的政策,10,1,7,,,,,,,,
338,推动,cause,在缓解危机、,6,1,5,,,,,,,,
338,推动,effect,复苏的同时,5,0,0,,,,,,,,
338,推动,cause,外部环境的转好为,8,1,7,,,,,,,,
338,推动,effect,供给侧改革创造尚佳时间窗口,13,1,13,,,,,,,,
339,促进,cause,主要用于,4,0,0,,,,,,,,
339,促进,effect,地区协调发展,6,1,6,,,,,,,,
339,促进,cause,在这样的情况下如何理解,11,0,0,,,,,,,,
339,促进,effect,形成强大的国内市场对中国经济的意义,17,1,9,,,,,,,,
339,促进,cause,二是着力,4,0,0,,,,,,,,
339,促进,effect,消费提质扩容,6,1,6,,,,,,,,
339,推动,cause,中国政府打算做哪些措施,11,3,4,,,,,,,,
339,推动,effect,和鼓励消费的增长,8,2,8,,,,,,,,
339,促进,cause,除了我刚才讲到的要着力,11,0,0,,,,,,,,
339,促进,effect,居民消费的提质扩容,9,1,9,,,,,,,,
339,促进,cause,还要采取鼓励和,7,0,0,,,,,,,,
339,促进,effect,居民消费的政策措施,9,1,9,,,,,,,,
340,促使,cause,完全有能力,5,0,0,,,,,,,,
340,促使,effect,市场摆脱一时之“危”,10,1,10,,,,,,,,
340,带来,cause,上述机构的真金白银无疑将对市场稳定,17,3,9,,,,,,,,
340,带来,effect,积极作用,4,1,4,,,,,,,,
340,造成,cause,对股票市场正常运行,9,2,9,,,,,,,,
340,造成,effect,严重干扰,4,0,0,,,,,,,,
340,引起,cause,意味着当前股市的问题已经,12,6,10,,,,,,,,
340,引起,effect,了政府的高度关注,8,2,8,,,,,,,,
340,带来,cause,市场各方应充分重视近期股市大幅下跌,17,12,17,,,,,,,,
340,带来,effect,的危害性,4,0,0,,,,,,,,
340,因为,cause,杠杆式的金融交易,8,1,8,,,,,,,,
340,因为,effect,美国1929年股灾杀下来就是,14,1,9,,,,,,,,
340,带来,cause,所以转型会给我们,8,0,0,,,,,,,,
340,带来,effect,新的机会和新的发展的红利,12,1,4,6,12,,,,,,
341,促进,cause,所以我们会非常努力地以改革来,14,12,13,,,,,,,,
341,促进,effect,实际利率的降低,7,1,7,,,,,,,,
342,引起,cause,而是由经济体系在现行体制和政策框架内自发演化而,23,4,22,,,,,,,,
342,引起,effect,的改革性变化,6,2,6,,,,,,,,
342,促进,cause,对于改善城镇居民生活水准、增加其财产收入、,21,3,12,14,20,,,,,,
342,促进,effect,房地产和建筑业持久增长发挥了巨大作用,18,1,11,,,,,,,,
342,造成,cause,需要解决的问题是长期历史原因,14,0,0,,,,,,,,
342,造成,effect,的普遍的信用缺损问题,10,2,10,,,,,,,,
343,带来,cause,过快的经济增长会给环境和资源,14,1,7,,,,,,,,
343,带来,effect,难以承受的压力”,8,1,7,,,,,,,,
343,导致,cause,西方主要发达经济体持续宽松货币政策,17,1,17,,,,,,,,
343,导致,effect,全球流动性泛滥,7,1,7,,,,,,,,
343,使得,cause,突飞猛进的保障房建设数量,12,1,12,,,,,,,,
