article,sentence,keyword,cause/effect,content,,,,,,,
69,24,带来,cause,的整体市场信息不对称；,11,,,,,,
69,25,引发,cause,二是地方政府投融资缺乏显著约束导致融资冲动难以受控从而,27,,,,,,
69,25,引发,cause,地方政府债务风险,8,,,,,,
69,26,决定,cause,此次《,3,,,,,,
69,26,决定,cause,》中关于财税体制的改革，整体指向约束地方政府行为，加强政府预算透明，规范政府举债行为,42,,,,,,
69,29,决定,cause,此次《,3,,,,,,
69,29,决定,cause,》明确允许地方政府发债，相关条款面临修改将为市政债发行奠定法律基础,33,,,,,,
69,31,决定,cause,此次《,3,,,,,,
69,31,决定,cause,》提出“编制全国和地方资产负债表”，这将解决此前制约风险定价机制的信息不对称问题，市场参与者将能全面了解各地资产负债表情况，以此为基础对各地市政债给出恰当的定价,80,,,,,,
69,33,带来,cause,地方政府发债没有全面放开源于地方政府往往有强烈的融资冲动，但却缺乏相应的监管体系，容易导致地方政府债务风险上升，进而,58,,,,,,
69,33,带来,cause,系统性风险,5,,,,,,
69,34,决定,cause,此次《,3,,,,,,
69,34,决定,cause,》中“改进预算管理制度,11,,,,,,
69,36,使得,cause,预算制度改进将,7,,,,,,
69,36,使得,cause,地方政府投资、融资均将纳入公众视野，接受监管；,23,,,,,,
69,40,推动,cause,无论从促进债券市场本身的健康发展角度，还是,21,,,,,,
69,40,推动,cause,中国城镇化的稳步开展来看，市政债都是有益的尝试,23,,,,,,
69,43,由于,cause,参与者行为趋于理性化，市场定价趋于合理,19,,,,,,
69,43,由于,cause,金融资源将得到有效配置,11,,,,,,
69,44,促进,cause,城投债作为当前债券市场发展中亟待规范的品种之一，市政债的推出将使得地方政府融资行为更加规范、理性，降低政府平台的整体信用风险，也将作为债券市场重要的投资品种之一，丰富市场投资品种，,90,,,,,,
69,44,促进,cause,债券市场的可持续发展,10,,,,,,
70,1,促进,cause,支付市场激烈而有序的竞争，,13,,,,,,
70,1,促进,cause,了支付工具的创新,8,,,,,,
70,2,使得,cause,新技术模式与商业模式的叠加与整合，,17,,,,,,
70,2,使得,cause,信息化、安全和高效成为新兴支付工具的突出特点,22,,,,,,
70,4,使得,cause,以大、小额支付系统为核心的现代支付体系平稳高效运行，催生了网上银行、银行卡等新兴电子支付工具的快速增长，大大挤压了传统票据的市场份额，,67,,,,,,
70,4,使得,cause,传统纸质票据业务呈现整体下降趋势,16,,,,,,
70,6,使得,cause,现实经济活动中支付方式需求的多样性及短期融资需求的存在,27,,,,,,
70,6,使得,cause,传统票据市场规模将来预计在某个时间点达到稳定状态,24,,,,,,
70,12,由于,cause,法律法规不健全、监管政策相对滞后，银行票据违法违规行为日益猖獗,31,,,,,,
70,12,由于,cause,究其原因主要包括以下几个方面：,15,,,,,,
70,13,导致,cause,（一）监管政策存在局限性，,13,,,,,,
70,13,导致,cause,银行承兑汇票无序流动,10,,,,,,
70,14,使得,cause,近三年全国银行承兑汇票保持了较快增长，在银行承兑汇票流转过程中，支付方式需求的多样性,42,,,,,,
70,14,使得,cause,许多企业将银行承兑汇票贴现后以货币形式进行支付,23,,,,,,
70,15,导致,cause,因现行体制下对银行信贷规模及银行表外资产的控制分别隶属于人民银行与银监会，,37,,,,,,
70,15,导致,cause,监管政策存在局限性,9,,,,,,
70,17,使得,cause,银监会为了控制表外信贷规模，叫停信托票据理财，其挤出效应,28,,,,,,
70,17,使得,cause,银行承兑汇票需求被民间融资市场所承接,18,,,,,,
70,18,导致,cause,民间融资市场的良莠不齐及无序发展是,17,,,,,,
70,18,导致,cause,银行承兑汇票无序流动的直接原因,15,,,,,,
70,24,因,cause,资金紧张等原因发起恶意公示催告,15,,,,,,
70,24,因,cause,以达到延迟付款的目的,10,,,,,,
70,25,造成,cause,由于公示催告公告范围具有局限性、公示催告公告期间短于票据到期日等原因，造成恶意公示催告成功率相对较高，又因无相应惩戒措施，导致恶意公示催告案件逐年递增，恶化了票据流通环境，给合法持票人,92,,,,,,
70,25,造成,cause,一定损失,4,,,,,,
70,27,由于-因此,cause,中国人民银行及其分支机构不是停止出票人票据使用权的实施主体，对逾期不缴纳罚款的企业、个人只能申请法院强制执行，而申请强制执行的成本和费用较高，,71,,,,,,
70,27,由于-因此,cause,空头支票行政处罚所处境地较为尴尬，执行效率较低,23,,,,,,
70,40,因,cause,种种原因此功能至今未能开通，建议人民银行有关部门共同协商，开通商业汇票转贴现公开报价功能，实现商业汇票转贴现的透明、快速流转，有效整合全国范围的金融资本,76,,,,,,
70,40,因,cause,构建统一的票据融资平台,11,,,,,,
70,43,促进,cause,建议加大推广力度，鼓励中小微企业使用电子商业汇票，,25,,,,,,
70,43,促进,cause,商业承兑汇票在产业上下游流转，推广电子商业汇票的应用普及,28,,,,,,
70,46,导致,cause,由于政策的相对独立，导致大量银行承兑汇票被民间融资市场吸纳，对民间融资市场的监管乏力及民间资本市场的无序发展,54,,,,,,
70,46,导致,cause,了案件频发,5,,,,,,
71,0,作用,cause,近年来，我国经济步入“新常态”，外贸、投资对经济的拉动,27,,,,,,
71,0,作用,cause,逐渐减弱，消费已成为经济增长的主要动力,19,,,,,,
71,1,推动,cause,宏观经济增长和国民收入水平的提升，消费观念升级和消费方式的改变，消费金融政策带来的红利，以及基于互联网、大数据、人工智能等新科技的进步，共同,70,,,,,,
71,1,推动,cause,了消费金融行业取得快速发展,13,,,,,,
71,6,促进,cause,首先，消费金融,7,,,,,,
71,6,促进,cause,了我国经济发展的转型,10,,,,,,
71,10,推动,cause,作为金融创新的重要组成部分，消费金融通过帮助消费者合理分配信用资源，优化当期与未来的储蓄、消费活动，有效提高了消费水平，扩大社会的消费总需求，进而,73,,,,,,
71,10,推动,cause,宏观经济增长,6,,,,,,
71,11,推动,cause,二是有利于,5,,,,,,
71,11,推动,cause,我国经济增长方式的转变,11,,,,,,
71,14,推动,cause,消费金融的崛起实则是对传统消费的提质升级，加速凸显了市场“供需错位”的矛盾，这一矛盾又会倒逼我国产业结构由粗放型向集约型转变，一方面积极,68,,,,,,
71,14,推动,cause,消费供给侧改革，加强新消费对新产业的引导和催化，培育新供给,29,,,,,,
71,17,从而,cause,金融的本质是资金从供给方流向需求方最终回到供给方的过程，消费金融通过多元化布局和业务模式创新，将不同区域的资源重新分配，与传统金融业务形成互补，利用大数据风控和差异化的价格覆盖更多边缘区域长尾人群,98,,,,,,
71,17,从而,cause,推动不同地区的经济发展，实现区域经济地位的合理化,24,,,,,,
71,25,使得,cause,这些消费,4,,,,,,
71,25,使得,cause,用户可触达性、场景可延伸性得到不断发展，消费方式由线下向线上线下融合转变，消费金融在真正意义上丰富并且实现了实体经济发展所需的场景支撑,67,,,,,,
71,26,使,cause,三是消费金融正在,8,,,,,,
71,26,使,cause,金融回归本质,6,,,,,,
71,28,使得,cause,消费金融正在使金融逐渐回归其本质：一方面使金融产品和服务延伸至老百姓日常消费，另一方面金融对于刺激消费的作用又能为消费者提供不同的融资工具，,70,,,,,,
71,28,使得,cause,消费者具备更高的跨期消费能力,14,,,,,,
71,31,推动,cause,消费金融,4,,,,,,
71,31,推动,cause,金融业进入一个新发展阶段,12,,,,,,
71,32,使,cause,2015年6月以来，相关部门陆续出台文件、政策，鼓励消费金融发展，同时加强网络借贷监管，,44,,,,,,
71,32,使,cause,问题平台逐渐退出，既鼓励消费金融行业创新，又实现风险的有效防范，相对应的监管政策进一步完善,45,,,,,,
71,33,推动,cause,二是消费金融,6,,,,,,
71,33,推动,cause,了征信体系的建设,8,,,,,,
71,36,促进,cause,消费金融是在我国经济向高质量转型的背景下发展起来的，市场形成初期就按照需求运行，故呈现出商业银行、消费金融公司、互联网金融平台等多头崛起、共同参与态势，,76,,,,,,
71,36,促进,cause,行业良性竞争与发展,9,,,,,,
71,37,导致,cause,一是商业银行利率市场化改革和不断加剧的同业竞争，,24,,,,,,
71,37,导致,cause,银行利差收紧，倒逼商业银行发展消费金融业务，加快零售转型步伐,30,,,,,,
71,40,作用,cause,目前我国消费金融市场中，银行业金融机构基于其资金优势、网点优势、风控等优势占据市场主导地位，相对于其他市场参与者千亿级别规模，银行业金融机构仍处于主导市场地位，但在市场与金融双重监管的共同,94,,,,,,
71,40,作用,cause,下，消费金融公司得以快速发展,14,,,,,,
71,44,使得,cause,近年来开展消费金融的公司如雨后春笋般涌现，其股东背景涵盖了银行、互联网、实体商业、通信业等领域，,48,,,,,,
71,44,使得,cause,行业参与主体不断多元化，产品日趋互联网化，市场竞争程度日益激烈,31,,,,,,
71,48,从而,cause,借助消费金融产品，人们得以实现对个人收入的跨期配置,25,,,,,,
71,48,从而,cause,显著扩大了当期的消费能力，有力推动居民个人的消费升级，满足人们对美好生活的需求，具体体现在以下三个方面,51,,,,,,
71,62,促进,cause,现代化经济体系，要求有更平衡的区域和城乡发展格局，而消费金融的发展正好适应了时代的需要，将受众群体涵盖至中低收入的三、四线城市年轻人，,67,,,,,,
71,62,促进,cause,他们的消费结构从生存型消费向享受型消费转变，进而提高生活水平,30,,,,,,
72,0,作用,cause,次贷危机后，我国经济结构转型不断深化，金融改革进入深水区，传统数量性货币政策的传导机制受阻，政策,48,,,,,,
72,0,作用,cause,于实体经济的边际效果减弱，货币政策需要更加主动的管理方式和更加多元化的工具,37,,,,,,
72,11,作用,cause,四是MSL、PSL利率与10年期国债收益率的相关系数不显著，对中长期利率的引导,39,,,,,,
72,11,作用,cause,仍需长期关注,6,,,,,,
72,14,使得,cause,因此，结构性货币政策的调整方向可能与同期并行的常规货币政策目标出现差异甚至对立，这,41,,,,,,
72,14,使得,cause,人民银行一边利用特定政策工具释放流动性，一边又通过其他工具回收流动性，货币宏观调控与微观操作的难度增大,51,,,,,,
72,16,使得,cause,以英国央行FLS工具为例，最终目标的不明晰和难监测，,26,,,,,,
72,16,使得,cause,英国央行难以有效引导FLS资金的最终流向，其中大部分资金借道住房贷款协会流向了房地产,42,,,,,,
72,17,从而,cause,没有观测指标导致央行无法及时了解资金投入领域和资金运用情况,29,,,,,,
72,17,从而,cause,引发另一种形式上的货币超发,13,,,,,,
72,26,使得,cause,如此一来，一方面，可能降低银行执行政策的积极性，,24,,,,,,
72,26,使得,cause,银行出现逆向选择问题；,11,,,,,,
72,27,使得,cause,另一方面，由于对银行未来行为缺乏考核机制，容易,23,,,,,,
72,27,使得,cause,政策释放资金投向在一定程度上失控，削弱政策实施效果,25,,,,,,
72,32,引发,cause,金融机构对支农、支小再贷款的宣传力度不够，容易,23,,,,,,
72,32,引发,cause,寻租行为，影响贷款的质量；,13,,,,,,
72,33,使得,cause,操作手续繁琐等原因，,10,,,,,,
72,33,使得,cause,真正符合政策导向支持的企业望而怯步，影响贷款的效率,25,,,,,,
72,38,作用,cause,诸多因素限制了货币政策的发挥，其事实上在解决结构性问题方面能发挥的,33,,,,,,
72,38,作用,cause,是有限的,4,,,,,,
72,43,从而,cause,一是有利于及时评判政策执行效果,15,,,,,,
72,43,从而,cause,对政策执行流程作进一步优化和微调；,17,,,,,,
72,44,造成,cause,二是有助于加强对政策工具实施效果跟踪调查，监管部门加强资金监管，谨防,34,,,,,,
72,44,造成,cause,相关领域资金过剩，及时把握经济运行中出现的新情况新问题,27,,,,,,
72,54,作用,cause,（四）强化财政政策对结构性改革的,16,,,,,,
72,54,作用,cause,nan,3,,,,,,
72,56,引起,cause,中国人民银行原副行长吴晓灵指出，过多的流动性不能解决经济增长乏力的问题，反而会带来系统性金融风险，货币政策不应承担太多的调结构任务，央行长期使用结构性货币政策会产生副作用，,86,,,,,,
72,56,引起,cause,资源配置失衡以及混淆财政货币政策界限等,19,,,,,,
72,57,作用,cause,尽快设立结构性货币政策退出机制，可促使财政政策、货币政策发挥各自优势，共同起到提振经济的,44,,,,,,
72,57,作用,cause,nan,3,,,,,,
73,4,使得,cause,与此同时，伴随着近期资金面整体有所转松，3M同业存单发行利率仍旧上行明显，这,38,,,,,,
73,4,使得,cause,影响同业存单市场的结构性问题凸显,16,,,,,,
73,8,由于,cause,MPA考核的影响，每一季度的第二个月开始，银行倾向于发行1M之外的同业存单，为季末考核做准备,46,,,,,,
73,8,由于,cause,3M同业存单发行利率出现明显上升,16,,,,,,
73,17,使得,cause,不过，到期压力缓解的同时，这一趋势也,18,,,,,,
73,17,使得,cause,同业存单综合发行成本上升,12,,,,,,
73,21,使得,cause,在业内人士看来，发行主体资质下沉，,17,,,,,,
73,21,使得,cause,低评级同业存单发行增多，进而发行成本随之上升,22,,,,,,
73,26,由于,cause,央行MPA以及银监会各种监管指标考核，资金面往往有所收紧,28,,,,,,
73,26,由于,cause,银行一般会提前储备资金以便应对流动性紧张,20,,,,,,
73,27,由于-因此,cause,6月份银行要上交自查报告，且担心后续仍有政策出台，因此银行这次更加提前准备季度末资金，,43,,,,,,
73,27,由于-因此,cause,倾向于采用3M同业存单来募集跨半年末资金”,21,,,,,,
73,29,因此,cause,今年3月份，银行主要依靠1M存单来募集跨季末资金,24,,,,,,
73,29,因此,cause,3月份时1M存单利率走高的幅度远高于3M存单利率,24,,,,,,
73,33,使得,cause,此外，普通存款的下滑也,11,,,,,,
73,33,使得,cause,银行某种程度上仍依赖于同业负债,15,,,,,,
73,34,因而,cause,业内人士认为，在金融去杠杆的背景下，银行开始压缩同业资产，这导致货币的派生速度开始放缓,43,,,,,,
73,34,因而,cause,形成的普通存款也较全年同期大幅减少，尤其是企业存款减少的更加明显,32,,,,,,
73,36,推动,cause,但存款的争夺是此消彼长的关系，这使得缺存款的银行仍比较依赖于发行同业存单来弥补资金缺口，这也,46,,,,,,
73,36,推动,cause,了存单利率的上升”,9,,,,,,
73,46,导致,cause,“中期来看，当银行同业资产端逐渐收缩,18,,,,,,
73,46,导致,cause,负债端需求降低时，同业存单发行利率才可能逐步回落”,25,,,,,,
73,48,由于,cause,同业存单发行利率存在季节性变化规律,17,,,,,,
73,48,由于,cause,7月份同业存单发行利率可能小幅回落,17,,,,,,
73,49,导致,cause,“当银行同业资产端到期不续或者资产端收益不能覆盖负债端成本时，资产端逐渐收缩、进而,41,,,,,,
73,49,导致,cause,负债端需求降低，同业存单发行利率才可能逐步回落，而这一过程仍需等待一段时间”,38,,,,,,
75,2,由于,cause,近年来困扰巴西经济的内外部因素在未来一年甚至更长时间内均难现改观，业内人士普遍预计这种低迷态势在2014年还将延续,57,,,,,,
75,2,由于,cause,全年增幅可能进一步回落至2%甚至以下水平,20,,,,,,
75,3,的原因是,cause,外需减少导致出口下降，但究其根本，还要归咎于该国自身存在的各种结构性问题，这种双重受压的困境又因为去年开始的美联储缩减QE规模预期从而更加雪上加霜,73,,,,,,
75,3,的原因是,cause,中国社科院世经政所金融室博士后高蓓本月10日在接受本报记者采访时表示，巴西经济自2011年以来走势始终低迷甚至时有恶化，其最直接,64,,,,,,
75,4,导致,cause,“严重的结构性问题曾一度被大宗商品的繁荣所掩盖，但在全球经济增速放缓和流动性收缩时便暴露无遗，并,48,,,,,,
75,4,导致,cause,其经济形势恶化”,8,,,,,,
75,7,导致,cause,从长期来看，严重的结构性问题将,15,,,,,,
75,7,导致,cause,巴西失去增长动力，且经济波动性较大”,18,,,,,,
75,11,导致,cause,首先，外部需求减少,9,,,,,,
75,11,导致,cause,出口下降是巴西经济增速下滑的主要原因,18,,,,,,
75,13,作用,cause,受此影响，全球矿产价格、尤其是对巴西经济起重要,23,,,,,,
75,13,作用,cause,的铁矿石价格下降，巴西其他出口也受到波及,20,,,,,,
75,17,使,cause,但这种做法不仅使得经济增长未见起色，反而导致通胀压力急剧增加，,31,,,,,,
75,17,使,cause,巴西陷入“滞涨”困境,10,,,,,,
75,18,导致,cause,目前来看，巴西深层次结构问题主要表现为以下五个方面：第一，显著的二元经济结构,38,,,,,,
75,18,导致,cause,城乡差距扩大和社会贫富分化，影响了工业化和现代化进程；,27,,,,,,
75,19,导致,cause,第二，长期通胀预期,9,,,,,,
75,19,导致,cause,国家储蓄率和投资率处于较低水平，同时，高利率对经济发展及货币和财政政策形成制约；,40,,,,,,
75,20,滋生,cause,第三，国内信贷双轨制使市场信贷利率极高且短期化严重，政府通过国家发展银行（BNDES）主导的信贷,48,,,,,,
75,20,滋生,cause,出腐败等现象，无法对经济发展提供足够的资金支持；,24,,,,,,
75,21,使得,cause,第四，人口老龄化且社保体系不完善,16,,,,,,
75,21,使得,cause,社保账户常年逆差，阻碍了财政巩固；,17,,,,,,
75,22,使,cause,第五，为维持庞大的社保体系征收高额税收，大大抬升了企业的生产成本，导致制成品丧失竞争力，制造业不断萎缩，,52,,,,,,
75,22,使,cause,国家日益蜕化为资源供应国,12,,,,,,
75,26,使得,cause,近几年，巴西财政和经常账户的“双赤字”主要靠外资流入弥补，资本外流推高了巴西政府的融资成本，使得其面临的财政压力更大，并,60,,,,,,
75,26,使得,cause,巴西的国际收支失衡进一步加剧,14,,,,,,
