article,sentence,keyword,cause,effect
2268,17,使得,民生银行和宁波银行这两只个股,银行板块位居首位，平均遭遇了14.58亿元的净减持
2268,33,因为,涨势良好,二级市场重要股东的套现行为
2268,43,由于-因而,新股申购,市场情绪也就更加谨慎
2268,43,由于-因而,计划融资超过300亿元的国泰君安,市场情绪也就更加谨慎
2270,20,推动,当今世界正处在一轮新的经济起点,互联网＋
2270,20,推动,两个技术层面的变化,互联网＋
2270,21,作用,众筹能够把生产端和消费端连接起来，弱化中介的,消费者直接与生产商对接
2270,36,使得,大平台的加入,股权众筹更加具有“话语权”
2270,36,使得,大平台的加入,互联网金融中又一崛起的力量
2271,15,使得,银行间市场1个月以上的Shibor基本维持在5%左右，与商业银行存款利率有近两个百分,货币套利更有优势和吸引力
2271,15,使得,互联网，货币套利的成本,货币套利更有优势和吸引力
2271,17,从而,央行引导货币市场利率下行,压低市场利率
2271,17,从而,央行引导货币市场利率下行,减少货币基金的套利空间和吸引力
2271,17,从而,货币市场利率在存款基准利率附近波动,压低市场利率
2271,17,从而,货币市场利率在存款基准利率附近波动,减少货币基金的套利空间和吸引力
2271,27,因此,经济结构问题与经济总量问题并存,政策结构性调整
2271,27,因此,解决经济结构问题仅依靠“一刀切”估计效果有限,政策结构性调整
2272,4,作用,政策利好不断聚积,A股行情有望更上层楼
2272,4,作用,政策利好不断聚积,以超预期的姿态展现出
2272,4,作用,资金面持续宽松,A股行情有望更上层楼
2272,4,作用,资金面持续宽松,以超预期的姿态展现出
2272,4,作用,油价大幅下跌,A股行情有望更上层楼
2272,4,作用,油价大幅下跌,以超预期的姿态展现出
2272,4,作用,房地产市场明显降温,A股行情有望更上层楼
2272,4,作用,房地产市场明显降温,以超预期的姿态展现出
2272,4,作用,改革红利不断释放,A股行情有望更上层楼
2272,4,作用,改革红利不断释放,以超预期的姿态展现出
2272,15,由于,赚钱效应的叠加,股市吸引力也在不断上升
2272,19,使,板块的有序接力,行情不断挑战新的高点
2272,21,使,国际油价的暴跌,不少逐利资金向股市涌入成为可能
2272,21,使,国内房地产市场的降温,不少逐利资金向股市涌入成为可能
2272,25,因为,将大量资金投向经济转型领域,虚拟经济和实体经济良性循环的结果
2272,31,使得,利好因素的搭台,相关板块异彩纷呈
2272,31,使得,利好因素的搭台,精彩不断
2272,31,使得,改革红利的不断释放,相关板块异彩纷呈
2272,31,使得,改革红利的不断释放,精彩不断
2272,32,带来,全面深化改革的,利好消息
2272,36,促进,低利率、零利率,用于投资A股的资金仍有巨大潜力
2272,36,促进,负利率,用于投资A股的资金仍有巨大潜力
2273,4,作用,政策利好不断聚积,A股行情有望更上层楼
2273,4,作用,政策利好不断聚积,以超预期的姿态展现出
2273,4,作用,资金面持续宽松,A股行情有望更上层楼
2273,4,作用,资金面持续宽松,以超预期的姿态展现出
2273,4,作用,油价大幅下跌,A股行情有望更上层楼
2273,4,作用,油价大幅下跌,以超预期的姿态展现出
2273,4,作用,房地产市场明显降温,A股行情有望更上层楼
2273,4,作用,房地产市场明显降温,以超预期的姿态展现出
2273,4,作用,改革红利不断释放,A股行情有望更上层楼
2273,4,作用,改革红利不断释放,以超预期的姿态展现出
2273,15,由于,赚钱效应的叠加,股市吸引力也在不断上升
2273,19,使,板块的有序接力,行情不断挑战新的高点
2273,21,使,国际油价的暴跌,不少逐利资金向股市涌入成为可能
2273,21,使,国内房地产市场的降温,不少逐利资金向股市涌入成为可能
2273,25,因为,将大量资金投向经济转型领域,虚拟经济和实体经济良性循环的结果
2273,31,使得,利好因素的搭台,相关板块异彩纷呈
2273,31,使得,利好因素的搭台,精彩不断
2273,31,使得,改革红利的不断释放,相关板块异彩纷呈
2273,31,使得,改革红利的不断释放,精彩不断
2273,32,带来,全面深化改革的,利好消息
2273,36,促进,低利率、零利率,用于投资A股的资金仍有巨大潜力
2273,36,促进,负利率,用于投资A股的资金仍有巨大潜力
2274,2,作用,保险业在抢险救灾、经济补偿方面,因自然灾害受灾的群众就达数千万人
2274,2,作用,保险业在抢险救灾、经济补偿方面,经济损失达数百亿元
2274,19,使得,防灾减损储备物资制度的积极作用,保险行业以及消费者对不同地区的风险有了清晰的认识
2274,19,使得,防灾减损储备物资制度的积极作用,提高了防灾减损的能力
2274,19,使得,是水淹风险地图的制定,保险行业以及消费者对不同地区的风险有了清晰的认识
2274,19,使得,是水淹风险地图的制定,提高了防灾减损的能力
2274,23,使得,广东保险业建立了救灾应急指挥中心，统一组织开展防灾减损工作,防灾减损工作具有了规模效应和外部效应
2274,23,使得,广东保险业建立了救灾应急指挥中心，统一组织开展防灾减损工作,有利于统筹协调降低成本
2274,27,促进,增强行业风险管理能力,自然灾害以及突发事件应急管理机制的完善
2275,2,作用,央行在周末采取了不对称降息的政策,附近仍有宽幅震荡的要求
2275,2,作用,新股的集中发行等负面因素的冲击,附近仍有宽幅震荡的要求
2275,2,作用,多空因素相互交织,附近仍有宽幅震荡的要求
2275,6,因此,货币政策调整所产生的实际效果一般在一个季度甚至半年后才会得到全面的体,就此站稳2500点大关的可能性并不大
2275,18,作用,高铁、核电、电子支,海南橡胶、亚盛集团等受益的龙头品种不涨反跌
2275,18,作用,人气的提振,海南橡胶、亚盛集团等受益的龙头品种不涨反跌
2275,19,使得,主流资金开始逐步的调仓换股,股指出现较大幅度的波动
2275,21,使得,降低小微和创新型企业上市门槛,市场对于IPO注册制改革的预期
2275,21,使得,降低小微和创新型企业上市门槛,升，资金面压力加剧的担忧
2276,16,使得,生猪价格开始振荡向上,相关公司盈利弹性向上
2276,16,使得,禽链反转拐点也开始确立,相关公司盈利弹性向上
2276,27,推动,“去产能趋势确,价格回升”的养殖板块行情仍将在四季
2276,27,推动,“去产能趋势确,于养殖行业景气回暖的动物保健和饲料个股
2276,36,因此,母猪存栏大幅下滑,猪价将迎来一波反弹
2276,36,因此,消费进入旺季,猪价将迎来一波反弹
2276,38,因此,畜禽养殖行业景气高和盈利激增,投资者切莫对明年的畜禽养殖股悲观
2276,46,使得,猪肉价格正在进入上涨周期,养殖效益提升
2276,46,使得,猪肉价格正在进入上涨周期,饮料行业产品结构升级、销量增长
2276,46,使得,明年上半年创历史新高的概率大,养殖效益提升
2276,46,使得,明年上半年创历史新高的概率大,饮料行业产品结构升级、销量增长
2277,28,使得,上证综指的放量中阳,市场人士对其再度上演“新高秀”存在较大期待
2277,33,因此,头部往往是双顶形态甚至是三重顶,铁路基建、军工等为首的大盘低价股的持续走强
2277,39,使得,创业板中的高成长、高送转个股还会不断震荡走高,创业板应该强于大盘
2278,24,使得,中高端瓶装黄酒及普通瓶装黄酒的销售进行合理规划和分配,主要产品的毛利率均有所增长
2278,30,从而,提高会稽山黄酒产品生产的技术含量和产品品质,不断增强会稽山核心竞争力
2278,30,从而,扩大其黄酒生产能力,不断增强会稽山核心竞争力
2278,30,从而,提高抗风险能力,不断增强会稽山核心竞争力
2279,16,推动,银行、地产等大盘蓝筹股经过一段时间的回调,大盘继续维持上涨行情
2279,16,推动,短线指标已经处于低位，随时可能止跌回升,大盘继续维持上涨行情
2279,23,带来,新经济政策,明确的改革红利预期
2279,25,推动,国企改革试点、注册制等措施,大盘上升
2279,25,推动,国企改革试点、注册制等措施,大盘蓝筹股的利好
2279,28,使得,欧美市场长达5年的牛市的终结,不得不转头寻找避险市场
2279,36,带来,进入纵深向的反弹趋势,一定的“压力
2280,25,只要,业绩一下来,销售的压力就会很大
2280,25,只要,客户投诉量就跟着上去了,销售的压力就会很大
2280,37,使得,公募基金发行规模日渐萎缩,基金公司效益下滑
2280,37,使得,管理规模缩水,基金公司效益下滑
2281,1,使得,中国经济出现的回暖,国内外众多机构开始纷纷看好A股的市场表现
2281,1,使得,中国经济出现的回暖,A股可能将会开启新一轮新牛市行情
2281,13,推动,银行股集体上涨,沪指站上2080点
2281,13,推动,银行股集体上涨,一季度沪指运行的中枢位置
2281,19,由于,估值的不断下移,银行板块股息率逐年提升
2281,20,带来,高股息率为银行股提供了极高的收益保障,抢权行情
2281,36,使得,对经济的定向刺激政策,银行股资产质量的压力略有缓解
2282,10,因,政策面温暖,投资者可关注政策面变化
2282,12,引起,对符合要求的县域农村商业银行和合作银行适当降低存款准备金率,市场对宽松货币政策的遐想
2282,12,引起,对符合要求的县域农村商业银行和合作银行适当降低存款准备金率,央行取消14天正回购
2282,12,引起,对符合要求的县域农村商业银行和合作银行适当降低存款准备金率,资金面进一步宽松
2282,21,使得,一季度GDP增幅达到7.,政府后期出台刺激政策基本上不能成为现实
2282,29,决定,期指交割,上证指数又恰好处在三条重要支撑位附近
2282,49,推动,高科技与信息技术等板块的重新崛起,创业板走势强于主板
2283,15,带来,标普500指数成份股每股盈利今年以来的同比增幅仅是,拖累被其它利好因素所抵消甚至超越
2283,16,促使,去杠杆和减债,上市公司除增加投资以外
2283,16,促使,去杠杆和减债,增加派息和回购股份
2283,16,促使,美联储零利率的支持,上市公司除增加投资以外
2283,16,促使,美联储零利率的支持,增加派息和回购股份
2283,16,促使,美国上市公司资产负债表改善明显且现金充裕,上市公司除增加投资以外
2283,16,促使,美国上市公司资产负债表改善明显且现金充裕,增加派息和回购股份
2283,18,使得,官方利率不变,美国债市牛市告一段落
2283,18,使得,市场利率回升,美国债市牛市告一段落
2283,22,造成,美国财政争拗,美国经济增长有望在2014年重新加速
2283,26,由于,失业率的改善不尽如,资产购买计划在明年迟早会启动
2283,26,由于,通胀压力仍然偏低,资产购买计划在明年迟早会启动
2283,26,由于,美联储在2014年不会有加息的压力,资产购买计划在明年迟早会启动
2283,27,指引,美联储最新市场前瞻,买债规模的削减最快会在2014年首季开始
2283,27,指引,美联储最新市场前瞻,个买债计划的终结可能要到2014年年底，加息最快则要到2015年中旬才有机会开始
2283,30,决定,一开始偏昂贵且风险偏高的资产上面,美股能否在新的一年继续走高
2284,10,作用,信用评级风险揭示,交易商协会鼓励推行双评级制度
2284,12,使得,超短融的扩容,多元化发行主体的信息披露更加充分、透明
2284,12,使得,超短融的扩容,便于投资者准确识别信用风险
2284,12,使得,享受到更多直,多元化发行主体的信息披露更加充分、透明
2284,12,使得,享受到更多直,便于投资者准确识别信用风险
2284,19,推动,交易商协会在银行间债市释放宽松信号,银行间债市发展
2284,19,推动,信用风险、更加稳健,银行间债市发展
2284,26,使,中债资信通过建立一套符合中国大陆区域市场的信用评价体系和更加严谨的评级流程对超短融发行企业进行评级,超短融大面积扩容
2284,26,使,中债资信通过建立一套符合中国大陆区域市场的信用评价体系和更加严谨的评级流程对超短融发行企业进行评级,为市场投资机构加强风险防范提供了有益参考
2285,9,因为-所以,传统金融在大部分方面有相同点,风险可控
2285,14,因为,长期的客户信息和数据积累,风险较易控制
2285,14,因为,且能够通过账号管理等手段,风险较易控制
2285,17,因而,没有专业的风险管理人员和技,平台倒闭、兑付难、逾期问题屡见不鲜
2285,19,决定,风险控制能力如何,P2P网络借贷的命运
2285,19,决定,风险控制能力如何,业发展的前景
2285,24,推动,创新和风险管理,整个行业前进
2285,27,使得,互联网有这些特,任何微小的隐患都可以在极短的时间内产生巨大问题
2286,6,带来,海外并购,技术、渠道、市场和品牌的提升
2286,14,使得,就违约赔偿的金额和赔付的确定性而言,买方能有更充分的时间发现并申报被并购企业可能存在的问题
2286,14,使得,并购保证保险可以让并购中的买方获得补充保障并延长保障期限,买方能有更充分的时间发现并申报被并购企业可能存在的问题
2286,15,因为-从而,并购保证保险提供的补充保障,增强了买方的竞标实力
2286,15,因为-从而,买方对卖方的追索要求也会相对减少,增强了买方的竞标实力
2286,17,使得,并购保证保险还可以帮助卖方降低可能发生的索赔以及相应的责任的风险,任何第三方托管账户
2286,18,从而,售问题资产或严重亏损的,促成交易
2286,18,从而,售问题资产或严重亏损的,提高出售价格
2287,9,从而,贷款利率管制放开,商业银行同业业务的盲目扩张问题
2287,9,从而,贷款利率管制放开,加速商业银行的“去杠杆化”
2287,9,从而,贷款利率管制放开,整顿和规范“影子
2287,9,从而,市场利率波动加大,商业银行同业业务的盲目扩张问题
2287,9,从而,市场利率波动加大,加速商业银行的“去杠杆化”
2287,9,从而,市场利率波动加大,整顿和规范“影子
2287,9,从而,包括票据买入返售、同业存放、同业拆借等在内的同业业务整体上都将出现萎缩,商业银行同业业务的盲目扩张问题
2287,9,从而,包括票据买入返售、同业存放、同业拆借等在内的同业业务整体上都将出现萎缩,加速商业银行的“去杠杆化”
2287,9,从而,包括票据买入返售、同业存放、同业拆借等在内的同业业务整体上都将出现萎缩,整顿和规范“影子
2287,12,从而,银行需要进一步优化收入结构,债券市场上要求更高的收益率
2287,12,从而,增加金融市场及中间业务收入占比,债券市场上要求更高的收益率
2287,17,因此,利率市场化中的利率并不限于银行的存贷款利率,推出国债期货、完善债券市场
2287,17,因此,利率市场化中的利率并不限于银行的存贷款利率,实现利率市场化
2287,17,因此,金融市场中最重要的坐标利率应是政府债券的利率,推出国债期货、完善债券市场
2287,17,因此,金融市场中最重要的坐标利率应是政府债券的利率,实现利率市场化
2287,32,促进,北京地区在建续建的轨道交通等民生领域投资正在逐步推进,北京地区在建续建工程有效推进
2287,32,促进,贷款利率管制取消将减少上述投资领域的利息支出,北京地区在建续建工程有效推进
2287,33,使得,贷款利率取消管制,其议价空间增大
2288,16,决定,城商行的客户结构及贷款风险结构,贷款平均定价水平要高于大银行
2288,21,由于,银行放贷收益要覆盖信贷资金成本,包括城商行在内的商业银行能够提供0.7倍甚至更低的利率优惠并不现实
2288,26,因而,城商行的放贷成本要在5%以上,利率大幅优惠的做法
2288,31,导致,利率市场化改革,利差收窄
2288,32,使得,大型银行资源更为广泛,利率市场化
2288,32,使得,综合化服务平台,利率市场化
2289,8,使得,传统的商业模式和传统行业面临着产能过剩的压力,与宏观经济关联度较大的个股面临更大风险
2289,8,使得,传统的商业模式和传统行业面临着产能过剩的压力,个股基本面保持快速增长
2289,11,带来,与宏观经济极不相称的优质业绩很,较好的业绩贡献
2289,21,使得,文化传媒、互联网、软件电子等轻资产品种由于业绩、事件性驱动,基金坐享收益
2289,21,使得,股市和经济结构性等因素成为市场追捧的热点,基金坐享收益
2289,21,使得,并持续拉升股价,基金坐享收益
2290,5,使得,将营业利润降幅精准“勒马”于50%以内,保荐机构免于受惩
2290,8,因,上市当年业绩问题“拖累”保荐机构的,公开发行证券上市当年即亏损
2290,14,由于,财务处理具有一定的调节空间,隆基股份案例具有一定的偶发性
2290,16,由于,去年多数行业景气度锐降,“上市当年营业利润下滑50%”的情形在2012年集中显现
2290,33,由于,出口伊朗的汽车转向器业务受到国际经济制裁影响,货款不能及时到账
2290,34,使得,公司减少了出口,盈利下降幅度与公司之前的预计出现偏差
2290,34,使得,营业收入下降,盈利下降幅度与公司之前的预计出现偏差
2292,18,使得,央行开展260亿元正回购回收流动性,货币政策收紧预期进一步增强
2292,23,使得,地产调控新规出来,对弱复苏的力度与持续时间产生了变化
2292,25,导致,促使市场陷入对通胀,货币政策收缩的预期
2293,4,因此,上市公司年报披露,政策的导向
2293,4,因此,上市公司年报披露,年报是否有超预期表现成为决定市场行情的关键因素
2293,10,引发,房地产行业相关股票下跌,恐慌性抛盘
2293,11,由于,两会后出台更严厉的调控政策,房地产板块的股票主力机构节前已经开始出逃
2293,12,于是,房地产调控“国五条”的出台,投资者的恐慌跟风出逃
2293,12,于是,房地产调控“国五条”的出台,大盘指数暴跌
2293,12,于是,地产股出逃势头更加凶猛,投资者的恐慌跟风出逃
2293,12,于是,地产股出逃势头更加凶猛,大盘指数暴跌
2293,17,导致,保险资金赎回基金及减持股票,股市出现连续下跌
2293,17,导致,场内资金开始加速流出,股市出现连续下跌
2293,23,从而,投资者追捧,股市走出一波上涨行情
2293,34,使得,大盘的调整,今年出现‘两会行情’的概率增大”
2294,23,使得,申万医药生物180只个股中152只翻红,投资生物医药主题的公募基金成为当月涨幅最多的基金品种
2294,23,使得,个医药生物板块上涨,投资生物医药主题的公募基金成为当月涨幅最多的基金品种
2294,32,引发,股价洞穿180元,私募大佬围绕多空纷争的口水战
2295,12,使得,困扰美国两个月之久的“财政悬崖”纷争暂告段落,美国经济避免在今年年初再次陷入衰退
2295,12,使得,困扰美国两个月之久的“财政悬崖”纷争暂告段落,全球市场纷纷迎来“开门红
2295,17,导致,金融危机,财政举步维艰
2295,17,导致,巨额支出,财政举步维艰
2295,18,由于,债务激增,美国公共债务已突破16万亿美元
2295,25,带来,国会不能及时提高政府的举债上限,自我伤害
2295,30,因为,报税季的到来还面临很大的不确定性,敦促国会尽早提高债务上限
2295,30,因为,报税季的到来还面临很大的不确定性,违约风险
2295,40,引起,短期内过度的财政紧缩,经济衰退
2295,51,带来,经济复苏时期的财政政策调整有很大不确定性,影响居民预期和企业投资决策
2295,51,带来,经济复苏时期的财政政策调整有很大不确定性,拖累经济复苏
2296,1,促使,保持国民经济稳定增长,房地产业健康发展
2296,9,使得,降低商业银行存款准备金率,商业银行有更多的货币资金投向经济领域
2296,10,促进,通过逆回购操作,经济增长
2296,10,促进,向社会释放更多的货币流动性,经济增长
2296,11,使得,降低存贷款基准利率,购房者的购房成本有所降低
2296,11,使得,降低存贷款基准利率,消费者购房欲望增强
2296,11,使得,降低存贷款基准利率,房地产开发商的成本也相应降低
2296,12,使,降低商业银行存款准备金率,更多的信贷资金投放到房地产领域
2296,12,使,商业银行的逐利,更多的信贷资金投放到房地产领域
2296,13,使,逆回购操作,整个社会的资金变得更加充裕
2296,32,促进,有利于社会专业化分工,三次产业融合
2296,34,促进,优化投资、消费和出口结构,国民经济健康协调发展
2296,45,促进,征收房产税增加了住房持有成本,土地利用节约集约
2296,45,促进,征收房产税增加了住房持有成本,利用税收手段调节住房需求
2296,45,促进,房地产市场多套购房的投资投机行为,土地利用节约集约
2296,45,促进,房地产市场多套购房的投资投机行为,利用税收手段调节住房需求
2296,45,促进,购房者理性地选择居住面积适当的住房,土地利用节约集约
2296,45,促进,购房者理性地选择居住面积适当的住房,利用税收手段调节住房需求
2297,16,使得,进一步振荡脆弱不堪,改革举步维艰
2297,49,使得,有必要建设社会保障体系,家庭不必过度储蓄
2297,54,导致,有宽度、有深度的债券市场将帮助新兴经济体吸收资本流入,推高资产价格
2298,29,使得,与欧洲央行携手购买西班牙国债,市场更为紧张
2298,31,只要,欧元区成立单一的金融监管机构,对欧元区内的银行进行直接注资
2299,11,由于,有利于降低营销管理成本,知名保险公司的主要销售渠道之一
2299,27,致使,公司质检监听人员配备不足,“问题件”保单因未被监听而没有被发现
2299,27,致使,保单监听比例偏低,“问题件”保单因未被监听而没有被发现
2299,28,使得,保险外呼的成功率只,原本素质就参差不齐的从业队伍
2299,28,使得,保险外呼的成功率只,保诚信销售并达到良好的展业水平
2299,28,使得,个别电销中心从业人员“入不敷出”，人员的高流失率,原本素质就参差不齐的从业队伍
2299,28,使得,个别电销中心从业人员“入不敷出”，人员的高流失率,保诚信销售并达到良好的展业水平
2300,9,因而,寿险负债具有长期性及不确定性的特,业务规模的较快增长
2300,9,因而,寿险负债具有长期性及不确定性的特,寿险公司资本金不足进而需要再融资
2300,9,因而,公司销售新单时会按监管要求提取部分资本金作为偿付能力储备,业务规模的较快增长
2300,9,因而,公司销售新单时会按监管要求提取部分资本金作为偿付能力储备,寿险公司资本金不足进而需要再融资
2300,12,使得,短期趸交的储蓄替代型产品成为主打,“资金饥渴症”再度病发
2300,12,使得,短期趸交的储蓄替代型产品成为主打,不得不再服下“融资”这一剂治标不治本的“止痛药
2300,12,使得,对于利差的过度依赖,“资金饥渴症”再度病发
2300,12,使得,对于利差的过度依赖,不得不再服下“融资”这一剂治标不治本的“止痛药
2300,14,使得,保险公司发行次级债补充了附属资本,保险公司的偿付能力得到很大缓解
2300,14,使得,债市上半年走势很好,保险公司的偿付能力得到很大缓解
2300,14,使得,修复了部分净资产中的投资浮亏,保险公司的偿付能力得到很大缓解
2300,28,因此,金融债发行票面利率位于历史低点,新增资金将增厚
2300,28,因此,金融债发行票面利率位于历史低点,投资收益提升空间加大
2300,28,因此,保险资金投资收益率有望大幅提升,新增资金将增厚
2300,28,因此,保险资金投资收益率有望大幅提升,投资收益提升空间加大
2301,14,使得,欧央行出台了对该地区银行业的长期再融资操作,市场的紧张情绪暂时得以缓和
2301,15,使得,欧元区通胀水平降至过去一年多以来的最低水平,欧洲中央银行出台更多对该地区经济的支持措施的可能性大大提升
2301,35,由于,全球金融市场受经济的不确定性影响十分严重,一级方程式赛车集团（FormulaOne）希望推迟其在新加坡的募资25亿
2302,21,使得,资本市场的利益之争,中国银行参股恒安标准人寿告吹的前车之鉴
2302,25,导致,从传与太保集团价格分歧,参股搁浅
2303,6,使得,中央“稳增长”政策出,投资者对全年股市的悲观预期再起
2303,6,使得,A股市场再度出现如此大幅度的大跌走势,投资者对全年股市的悲观预期再起
2303,6,使得,“黑色星期一”在重挫投资者信心,投资者对全年股市的悲观预期再起
2303,8,引发,是很好，经济,投资者对经济的诸多担忧
2303,14,引发,欧美股市大跌,市场大跌
2303,14,引发,国际板推出的利空消息,市场大跌
2303,18,由于,市场维持脆弱平衡,后市持续探底
2303,18,由于,存量资金“心有余而力不足”,后市持续探底
2303,27,带来,势，投资者仍需关注即将公布的包括CPI、PPI在内的5月份主要,政策面的变化
2303,28,使得,时令蔬菜上市增加,蔬菜批发价格连续下降
2303,28,使得,时令蔬菜上市增加,降幅呈扩大趋势
2303,30,使,CPI数据的不断,通胀压力大为减轻
2303,30,使,CPI数据的不断,PPI数据的走向以及其他透露中国经济何时探底的主要数据仍需要
2304,5,所以,周一突破5日均线压制,市场总体还属于良性状态
2304,5,所以,股指还在2350点上方附近震荡,市场总体还属于良性状态
2304,9,使得,经济基本面下行担忧与利好政策的密集出台,纠结与尴尬
2304,14,由于,投资、消费以及出口扩张放缓,工业增加值增速也大幅回落
2304,23,由于,希腊正在考虑退出欧元区,关于希腊是否会退出欧元区的讨论
2304,23,由于,纽约股市尾盘出现跳水,关于希腊是否会退出欧元区的讨论
2304,23,由于,道指微跌,关于希腊是否会退出欧元区的讨论
2304,23,由于,标普微涨,关于希腊是否会退出欧元区的讨论
2304,24,由于,希腊正在考虑退出欧元区,A股反弹
2304,24,由于,纽约股市尾盘出现跳水,A股反弹
2304,32,由于-因此,股指期货是唯一可以无障碍无约束的做空平台,空头情绪开始聚集
2304,32,由于-因此,股指期货是唯一可以无障碍无约束的做空平台,短线反弹面临巨大压力
2304,35,造成,股市只能单边做多,期指贴水现象出现
2304,35,造成,现货市场更愿意唱多和做多,期指贴水现象出现
2304,35,造成,现货指数相对于期指抗跌,期指贴水现象出现
2304,41,由于,企业经营第一线,产业资本对于企业、行业乃至整个经济环境运行状况都是最先觉察
2305,1,从而,城镇化建设,地方政府为基础设施建设进行融资的需求增大
2305,1,从而,大量的资金投入,地方政府为基础设施建设进行融资的需求增大
2305,7,由于,社会发展和人口增加,产生经常性的融资需求
2305,7,由于,城市化进程的加快,产生经常性的融资需求
2305,7,由于,社会对公共物品产生的需求激增,产生经常性的融资需求
2305,7,由于,政府在提供公共物品过程中的资金需求与资金供给之间的不匹配越来越明显,产生经常性的融资需求
2305,7,由于,政府财政收支缺口不断扩大,产生经常性的融资需求
2305,8,使得,工业化,美国市政债券市场得以迅速发展
2305,23,从而,对地方债券实行税收减免,为扩大融资规模
2305,23,从而,利于拓宽债券的投资者范围,为扩大融资规模
2305,24,推动,税收减免政策,美国市政债券的发展
2306,1,引发,交叉性金融业务在提高金融服务效率、创造盈利空间,洗钱风险
2306,7,因此,中小金融机构来说参与难度较大,交叉性金融业务的主流模式，仍是通过产品创新及业务合作来实现跨市场经营、交易
2306,7,因此,中小金融机构来说参与难度较大,交叉业务洗钱风险所应关注的主要方面
2306,10,从而,某些利益集团通过交叉性金融业务改变交易用途、交易对手,实现资本套利
2306,10,从而,进行资产腾挪,实现资本套利
2306,10,从而,规避监管政策或降低会计成本,实现资本套利
2306,11,引发,交叉性金融业务涉及复杂的委托代理结构,“不当利益输送”“共谋”等风险
2306,11,引发,某些利益集团容易利用信息不对称性达到隐瞒交易性质的目的,“不当利益输送”“共谋”等风险
2306,12,造成,交叉金融业务的参与者众多,制度盲区和风控漏洞
2306,12,造成,在业务结构、资金属性、运作管理和分配处置等方面难以实现全面管理,制度盲区和风控漏洞
2306,14,从而,交叉性金融业务普遍具有参与主体众多、金融工具使用广泛、委托代理关系复杂等特点,更具隐蔽性
2306,14,从而,其洗钱风险不易被察觉,更具隐蔽性
2306,22,导致,生的交叉性金融产品会将资金运行环节复杂化,风险传递途径更加复杂、参与机构权责划分不清
2306,22,导致,生的交叉性金融产品会将资金运行环节复杂化,发生风险后无法及时采取控制措施
2306,23,使,参与者不能做到充分的信息披露,投机者能够钻制度空子、规避最新监管要求
2306,23,使,而监管部门间缺乏协调,投机者能够钻制度空子、规避最新监管要求
2306,30,使得,金融机构的交叉业务范围和风险暴露跨越了传统范围和领域,相同性质的金融服务处于不同的监管环境下，监管套利的空间增大
2306,30,使得,金融机构的交叉业务范围和风险暴露跨越了传统范围和领域,监管信息的完整性被削弱
2306,30,使得,按行业划分监管,相同性质的金融服务处于不同的监管环境下，监管套利的空间增大
2306,30,使得,按行业划分监管,监管信息的完整性被削弱
2306,31,使,监管部门的信息不对称性作用在反洗钱领域，会引起较为明显的监管滞后效应,创新金融工具能够绕开现有监管框架
2306,31,使,监管部门的信息不对称性作用在反洗钱领域，会引起较为明显的监管滞后效应,现存的反洗钱监管措施手段滞后于部分交叉性金融业务的发展
2306,35,导致,各参与机构间在信息披露方面的“各自为政”、“有所保留”以,洗钱风险蔓延不易被及时察觉
2306,35,导致,各参与机构间在信息披露方面的“各自为政”、“有所保留”以,一家企业的洗钱风险可能最终蔓延到多家企业
2306,35,导致,信息传递的时滞性,洗钱风险蔓延不易被及时察觉
2306,35,导致,信息传递的时滞性,一家企业的洗钱风险可能最终蔓延到多家企业
2306,41,因此,交叉性金融业务涉及银行、保险、证券期货、信托、资产管理等多个行业，各领域的反洗钱监测水平、手段存在较大差异,加大了交易监测和风险预警的难度
2306,41,因此,交叉性金融业务又可能在一定程度上割裂资金链条、混淆资金性质、模糊交易目的,加大了交易监测和风险预警的难度
2306,43,引发,分业监管与跨行业经营带来的监管盲区,反洗钱部门应积极探索“功能性监管”模式
2306,49,导致,人民银行作为反洗钱行政主管部门，应协同各行业监管部门建立对交叉性金融业务的共同治理机制,交叉性金融业务成为监管“孤岛”
2306,49,导致,通过“信息通报会”等方式对监管信息进行交换,交叉性金融业务成为监管“孤岛”
2306,49,导致,因信息割裂,交叉性金融业务成为监管“孤岛”
2307,13,促进,小微企业,社会稳定的重要支柱
2307,13,促进,推动我国经济发展、壮大市场主体、增加社会就业的基础性力量,社会稳定的重要支柱
2307,13,促进,是产业转型、技术升级,社会稳定的重要支柱
2307,28,由于,小微企业自身信用风险较高,小微企业获取的间接融资量也不足
2307,28,由于,相关激励机制不完善,小微企业获取的间接融资量也不足
2307,29,导致,监管防风险、去杠杆的不断推进,小微企业融资渠道进一步收紧
2307,32,推动,小微企业融资难、融资贵,实体经济降成本
2307,32,推动,小微企业融资难、融资贵,缓解小微企业融资难、融资贵
2307,56,使得,信用风险上升,银行放贷更加谨慎
2307,57,致使,经济的减速下行和企业违约现象的增加,“劣币驱逐良币”
2307,57,致使,经济的减速下行和企业违约现象的增加,银行对信贷发放更加谨慎
2307,57,致使,部分企业出现恶意“逃废债”行为,“劣币驱逐良币”
2307,57,致使,部分企业出现恶意“逃废债”行为,银行对信贷发放更加谨慎
2307,59,使得,小微企业融资问题再次凸显,小微企业的融资环境总体上发生了较大变化
2307,59,使得,去杠杆和防范化解金融风险,小微企业的融资环境总体上发生了较大变化
2307,59,使得,货币监管政策趋紧趋严,小微企业的融资环境总体上发生了较大变化
2307,59,使得,融资渠道显著收缩,小微企业的融资环境总体上发生了较大变化
